There’s a Limbo Moon Above,"The best-known German goldsmith of the sixteenth century, Wenzel Jamnitzer, is also remembered for his study of the five platonic solids, Perspectives of Regular Bodies, in which he proposed that out of the same five bodies one can go on endlessly making all other bodies.

The five solids originate with Pythagoras, but are named after Plato, who paired four of the five solids with each of the four elements and the fifth with heaven to make up the difference: tetrahedron (fire), octahedron (air), cube (earth), icosahedron (water), and dodecahedron (heaven).

The idea is that the universe is made up of a handful of shapes and out of these shapes other shapes are made.

In a letter to the Rock and Roll Hall of Fame and the Nobel Prize Committee, Chubby Checker claimed to have invented the dance that begat all other modern dances.

Speaking of himself in third person he wrote, “Chubby Checker changed everything. He gave movement to a music that never had this movement before. The styles changed. The nightclub scene is forever changed. Checker gave birth to aerobics.”

The song originally called “What a monotonous melody,” written in five minutes on a dare, begat “Limbo Rock” begat “Let’s Limbo Some More” begat “Mary Ann Limbo” begat “Limbo Rock/Do the Limbo Rock,” as “The Twist” begat “Let’s Twist Again” begat “Slow Twistin’” begat “Twist It Up” begat “The Twist (Yo, Twist!).”

Checker calls his dance “dancing apart to the beat,” not dancing separate from the beat, but two people dancing separate from one another.

“Limbo Rock” ends in a whistle.

Limbo, the dance, comes from Trinidad, where it was danced at wakes, but in reverse: the bar began at the lowest height and was raised to symbolize a rising from death into life.

Dante’s limbo is the best circle of Hell, all those unbaptized babies and old philosophers to snuggle up with at night.

“Mary Ann Limbo” starts with a whistle.

All day, all night, Mary Ann
Down by the sea side siftin’ sand
Even little children love Mary Ann
Down by the seaside siftin’ sand

Take a shape.

Repeat it — translate it, reflect it over a line, rotate it around a point — and you’ve got symmetry.

Go, go, go, go: that’s it!

That’s gold.",Art and Science
"Winter, Hospital Bed","Memory was the room I entered down a long corridor
Thrown by the white drugs of pain though pain
Was adrift on a glassy stream of green tide
Where images flickered and ran on

I didn’t write poetry for publication
In those days but to grab the attention
Of readers nearby who had been crushed by life
Who floated across the exercise yard like headaches

Smoking rag-cigarettes looking sideways
For the next punishment for a break or maybe distraction
Chips of memory kept rising to the surface
Of our minds to take another bite

I had no idea why poetry the squid caught me
It clung to my brain in the damaging climate
A creature in the alien element of air
Arising from centuries of survival

Thoughts must be inky and capable
Of working the bait with a black beak
For a quick kill and a metaphysical rise up through the abyss
Poetry in those days was a handmade lure

There were no fish or birds so I spun my lines
To the ones with heads spring-loaded with resentment
Their temper a red fleck twitching in an eye
While poems of the future waited in line to hear my number",Art and Science
American Dream,"The alcove of your arm
has become my favorite room
for sleep, but I’ve been roused
by nightmares lately. Even thunderstorms
couldn’t wake you, my mother says
over the phone. I want to tell her
I’ve been seeing a white man, an American
man, but I can already imagine her:
Well, you can have friends. She had never meant
for me to become a Westerner —
she’s afraid of losing me to a foreigner, being unable to speak
to her future grandchildren. Thousands of miles away
in Korea she asks if anything is wrong. I want to laugh.
Say to you, Isn’t she ridiculous? But
last night a Korean man broke into your room
and raped me, with you calm in your repose
next to me. He sat on my stomach with a knife,
the only gleaming thing. And you were still
in your platinum skin when I opened my eyes. How
can anything be wrong, I comfort my mother.",Art and Science
Cloud Study,"I keep returning to John Constable’s Study of Clouds.
Oil on cardboard,
six by seven and a half inches, it shows purple-gray

thunderheads,
one patch of blue, above low hills and two small trees flanked by shrubs
in the left

foreground. A sketch en plein air, a half hour’s worth of work at most,
it catches
exactly one scrap of sky and shifting sunlight on a blustery

day in 1820.
The year King George the Third died in Windsor Castle, blind
and insane, the year

50,000 Scottish weavers went on strike and printed a proclamation
calling for a new
“provisional government.” Their leaders were caught, hanged, and then

decapitated
for good measure. This cloud study survived that history.
Two minutes later,

the clouds would have taken on a different cast of light and shape
just like the thunderheads
now piling up above the Liffey. I hobble out of the Dublin City Gallery,

take a bus to the river,
sit on a park bench with a ziplock bag of ice on my swollen knee. Its wet cold
makes the joint

ache. My body is breaking down, bone spur under the right kneecap.
At fifty-eight,
I watch young men and women in black sweats run along the River Liffey —

Abha na Life,
Anna Liffey, river that crosses the plains of Life. I envy them.
Once I too could run

over the asphalt, almost without knowing I inhabited a body
whose knees might seize up
and swell. I will not run again in this life. Cirrus and cumulonimbus

scud across the blue
escutcheon of sky. Sun’s blazon through rain rampant, my life is a cloud study
for some larger landscape

John Constable never got around to painting. It hangs in a gilded frame.
People stare at it
before passing on to more important canvases, to Renoir’s

Les Parapluies, women
and men opening shiny black umbrellas in a Paris park.
There a mother shelters

her two daughters under an umbrella meant for one.
The younger daughter
holds a wooden hoop she has been rolling along tamped dirt paths,

whipping it with a stick
to keep it spinning, before the rain settled in. Renoir painted
this small family

in his lush, impressionistic style. Five years later, after visiting
Italy and studying
Piero della Francesca’s frescoes, he came back and finished the painting

in his new “manière aigre”
or harsh style. He handled the gray silk folds of the auburn-haired woman’s dress
on the left as if they were

granite to be sculpted. She carries a market basket filled
to the brim with shadow.
To approach old age, one needs a new, harsher style. Here, by the Liffey,

mothers push screaming
infants in strollers. Five teenagers in blue jeans and bright yellow or green raincoats
walk by, joking, texting

on cell phones, smoking. One girl and her boy hang back, embrace, French-kiss
a long ten seconds.
Another boy shouts over his shoulder, “Get a room!” A pair

of mute swans
preens and swims down the River Liffey, whose amber waters mirror
how the clouds pass,

avalanche of cumulus that hangs forever on the burnished
unrippling surface
of my memory — vast sky surf, cloud after cloud cresting, breaking

to be washed
away to blue nothing. Each of us — lovers, mothers, runners, me — no more
than windblown swansdown.",Art and Science
Elvis in Translation,"Sometimes the blue in Blue Hawaii
gets lost. But Elvis’s eyes speak
pure Esperanto.
 ",Art and Science
Feedback,"I like that antique tea wagon and small television. I like the computer built by your brother. I like the man in the yellow jacket as the guide. I like free will and predestination and fate. I like how the mind reaches out to touch, literally, the light of the stars. I like how the reader is possessed. I like illusions of self that each new self is born into. I like if you love someone set them on ﬁre. I like how the older lady steals the parking space. I like the sickness of soul. I like how the reader is also being watched by the narrator. The kangaroo leather documentary in the pub really pulled me in. The many levels of watching really pulled me in. I like how the narrator ﬂickers in and out. The last chapter is sharp and honest. The last chapter has many serpents eating their tails. This builds habits of nature. This builds emotional connection. This embodies the novel.",Art and Science
Piece,"What is a brand?
The hopeful tag

on the tan underpants
that reads “Metaphor”

leaves everything
to the imagination

which by now
is plainly exhausted.

I could describe these tags
as so many

flapping tongues,
dropping hints

about a foreign designer,
himself largely a cover story.

Someone somewhere must sew a shirt
made entirely of red flags.

Untiring, music
rises
then falls through
its imagined past.",Art and Science
Queerodactyl,"Jewelry boom box spittin’ bidi bidi bom bom
he verges his groove of slapstick smoke

across our donated mosquito nets bidi bidi bom
bom all night he fingertips our omnivorous junk

in his cruel maw of tooth gaps magical realistic
funky ass choral arrangements of servitude mighty

dump truck hip-ee hip-ee dales my rotunda all
over these unsullied shimmies bidi bidi bom bom

orb-spider thighs cloaking his genocidal hunches
Momma catapulting protection abracadabras

over our twiggy panoplies we painstakingly
bedecked how many times haven’t we fallen

for mishandled precipices in the wrongheaded
entirety of machomanic evacuation asteroid

in mouth-crooked chaps guayabera deep pink
guava pulp rum & coke in his fierce prayerful

grip to bypass civility a Google-translated wink
inumbrated eyebrows to cast embered mercies

I pump bidi bidi bom bom hormonal harmonies
for his jawlined mitzvahs bidi bidi bidi bidi bidi

on wings only light will kerfuffle flight born
at his bidding va-voomed for his favor we puff

from the tail of his pickup truck we clothes-
line an underwater continent marooned & whiplashed

for genesis if carnage can charade competency
we too can corrupt castanets timbre compulsory

penances over his padded knees bidi bidi bom bom
above his life insurance policy rates coma

with anointed vanity with the right song a stone
will pass for bread break for a fool’s sunrise achieve

the love ritual cut scorn’s willy bob hither to this bomb",Art and Science
As a child,"because my voice was not the right voice
and could not be understood I stood
before the mirror — a murky glassen word
this mouth can’t shape right to this day — and was made
to watch my teeth and lips being imprecise.
So this is why I come across a Southron
and not from Yorkshire, or Sri Lankan; but I’ll complain
no more about this clarified and potent tongue

for when the moustached gent at US Customs
asked me in his hapless twang
are you a terrorist, my borrowed posh it sure
abashed that poor colonial; and it was of course
what my child-face perceived or could not in the glass
which made of me a scrutineer of sound,
a listener for and into every glitch
in the aathma, the script, the avid void of English.",Art and Science
Caterpillar,"After Ian Sanborn’s ASL poem of the same title
A man with eyes as blank
as the indifference of nature
is staring straight ahead
as the whole thing unfolds.
He has a black beard, black
shirt, black woolen cap —
he could be a thief — you better
keep your eyes on his hands
which have begun clearing
a clearing. Here he plants
a seed as small as his own
fingernail, and shazam! it sprouts
roots, shoots, stems, branches —
a whole tree shouldering up,
tossing and swaying in the air
between the sun’s magic hands
and the man’s indifferent eyes.
Next thing you know, an orphan
index finger is worming its way
across the stage that wasn’t
a stage until your eyeing it
made it so. It inches over
to the tree like a lost knuckle
finding its way home, its feelers
testing, feeling, sniffing, finding
purchase, finding a toe-hold,
the tiny, spiny, hairy, leg-like
appendages beginning to wiggle,
to climb, to shinny up the tree,
the elbow, the sheer escarpment,
pausing to send out a line,
a lasso, a long rope as fine
as the filament of a spider
launched from its abdomen
and hooking the thumb
of the lowest branch. A rope for
rappelling, for jumping off
this cliff, taking this dive,
twisting as it untwists, enfolding
as it unfolds, holding on for
dear life as it spins itself into
silk, those indifferent eyes
almost imperceptibly squinting
in sympathy with this closing
up, this cloaking, this cloistering,
this hanging upside down with
a pulse inside. A fluttering
pulse. A pulse like the flutter
of eyelids. Like the flutter
of wings. A heartbeat growing
stronger, stronger, breaking
out, breaking free, the wings
opening, the eyes opening as if
all this time they were closed —
the blank eyes opening to the
wings, taking them in, incredulous,
in love with them — and the black
and white has grown iridescent;
the orphaned knuckle has found
the hands; the hands have found
their wings, and we are all
utterly blown away.

Ian Sanborn's ASL poem may be viewed here.",Art and Science
Chaos,"There are places for chaos on the page,
meaningful, apparent
confusion — temps en temps on the continent
does not mean “time to time” in Kent,
or Greenwich. From stone through weeds and parchment,
through bad times, words made their way to the printed page.
Bibles now not just for those who go to worship by carriage,
but for those who pray with bare feet,
some washed, some smelling of stables and excrement.

I’m not sure the words ocean and sea
mean the same to you and me.
Ninety-five percent universal confusion,
dark matter was born with the legitimacy
of an onion, the roar of a lion.
I sit in the rumble seat of judgment,
I damn myself for entertainment,
for wasting time on hopeless entertainment.
I am guilty of snarling lines, Gordian
knots in my “Shakespeare” fishing reels.
I must untangle this because eels
have hearts like us. The enemy
is symmetry.
In the spring of content,
I trust glorious chaos. I smell in disorder
the outhouse of order.

I must have respect for what I kill and eat,
Jesus gave them loaves and fishes, not meat.
He added, “Waste nothing you eat,”
he did not say, “Waste is chaos made by me,
or my Father, one person who is three.”
Rebecca, at the well,
said, “Drink. Water your camels.”
I swear, my hands each on a Bible,
the only evidence admissible is invisible.
At twenty, I was lost in the snow, a sleigh bell.

Chaos is not a “sometime thing,”
its face and back are turned to and from us,
what I cannot see is beautiful, or an isthmus
that connects almost nothing to almost nothing —
the great unless, either/or.
I grab on to metaphor,
uncertainty, dark matter, gravity specific.
The motto I nail to my door:
The Devil generalizes, angels are specific.
Chaos makes me merry,
string or rose-by-any-other-rose theory,
romance of the rose,
roses that go with any other flower,
from devil’s paintbrush to huckleberry.
From fertile Chaos sprang Eros and Night:
Chaos danced first with Eros, then jealous Night.
Time carries a scythe, women and men sound the hour.
I model for myself, I pose in north light.

With helpers, his stevedore brothers, Hypnos
and Thanatos, Charon still poles his familiar ferry
across the Styx to an island where skeletons dance.
Einstein said, “I too believe in appearance,”
he didn’t think Old One plays dice, takes chances.
You bet your bottom dollar the universe
rhymes with another universe like verse.
Yeats, Herrick, and Herbert would like that.
To them, I lift my hat.
Delphic chaos is wise,
metaphoric thinking multiplies
bunches of grapes, by tripod, by butterflies.
Chaos is endless longing —
God’s pussycat.
In Prague, Mozart knew a starling
who sang his piano concerto all along,
except for one note he always got wrong.",Art and Science
Crisis Actor,"Ruby, please. A night shift nurse fell asleep at the wheel. The whole earth had a fever and the heated pulse beats faster ’til everything picturesque has her reeling. Just tryna make it real baby, like it is. He condescends. Twitching a trio of flax seeds between the thumb and forefinger in a dirty spiral, these are full of phytoestrogens that turn the gender    ...    generic    ...    generous. Hey, girl! Crease in her hey the size of turning. Is that mean? I live in place where it’s mean to be honest but I come from a place where it’s generous. Freetown is hedged on a slum. The ghetto, everybody’s vigilante. Cut to the footage of a young boy swimming in floodwater made of mud and feces. Constructed. Like shelter, the safest destination the excess has. You see a fugitive, I see my daughter’s future husband, Ma quips, full sunned and sweet, a nigga who can swim, can hunt her free. Glad silk bending his teeth into a Sunday hotel. And the kind of silt that reachers for shatter. All the land is water. You come forth through the cosmic slop by drowning. The sun is a gang of murders. You come through on the new acquittal looking for chicken strips and bourbon with Netflix on in the background and I’ll kill you myself. Back on the Las Vegas strip, the sun is a bouquet of drones chasing promoters through a circus. Stand there and look indignant in a bandana and stop calling the Loa out their names before they answer. You’re on the guest list for lil yachty and one oak and it’s a mouthpiece the boxer’s choking on when the nurse wakes up, a double suicide, American, pie and guns and obscene convenience, proud mascots for an army with no one left to defend",Art and Science
Do you find it hard to live?,"I mean to really live? Kick a spook in the stomach and commit to yourself and not be committed. Sit through another because I got it like that yoga class where a Coldplay soundtrack competes with the upbeat white chick reminding you to be present, to thank yourself for making it to your mat. Point to any place on the map and blow it up. Blow up spots. Why you gotta blow up spots? I loved Lebanon, never quite made it. I spit out the sudden ash with Don Cherry in Marrakech. I lifted one chiseled leg so high over my head Magic City had called and the ATL was ready to blow me up and I said, please. Do I do. What you do. Sing with me. Another shooter made it first and the ACLU was a petty bunch of pseudo-saviors but they blew up spots that one day. So many sad stories you start laughing at the wrong time and you thought yours was one ’til the time working at Ailey with the girl whose mom was killed by her very own daddy in front of the just-say-no rainbow she drew him in class. She wears heavy aquamarine eyeshadow and closes the gap between feeling and being. I’m glad you’re Dorothy Dandridge. Ban on that word, daddy. Banksy sees the zoo in you and cages hisself in bluer notes. I go wild and will, and will. Myth is a special kind of killer and I love her atonal smile. Without her we’d all go bye-bye, point to a place in the rap and make it a black hole, let it suck us in hug the cuckolded sucker emcees and let it hold us against our certain demolition. Without her you would find it hard to live. All the opiates would shrivel into sickle cell and all the blood running through the streets would keep on believing in bodies —  what obsolete machines, the only ones worth saving. Thank yourself for making it     for being present for the cold ache you sit with and rock into situations     for the way you exploded in nuclear winter and thought you had dreamed it     and made a new world bent as your denial     reached forth to caress it all and it shocked your fingertips     this is the bravest numbness",Art and Science
Last Conversations,"           One conversation, one only, remaining:
It will be that give-and-take
With Larry Littlebird —
Oral listener —
All about eagles, their shoulders,
Ospreys, their plummet,
And frogs, their singing
Scratched by rain’s soft claws.

           But any of these exchanges will do:
Charlie saying, If you can hum
It you can play it, if you can play at all.
And if not, sing with closed lips to yourself.
Low continuous sound, your refrigerator.
You must not be lonely.
Harold says someone pointed out
Being begins with a hum:
It seems what you are,
You’re happy hearing it, I’m happy for you,
For each other, happy.
Hear it in your colloquial throat,
The syllable meaning human.

           Or, if not any of these intercourses, then
Jenny and Chloe, who with a shake
And a nod and a wave of an arm
Toward the East say, We are going
And we’ll go on your behalf
And we’ll carry signs and shout
The last best protest. Cerise and fuchsia
Sisters, ears pointing out.

           Or my street signs:
Calaveras (our skull’s tacit mouth) and Eisenhower —
War, a theft from those who hunger
And are not fed. Not a way of life at all.
Crossed words on a corner pole.
Movers pack me up, extract me
From that conversation.

           I’ve heard a few words — they stay with me,
An earned ear — and yet
Too brief for brooding. Ghost
Of my father, who never said much
But Smell the roses for the camera;
Or when I ask, Can I retire?
He quickly says, Don’t hesitate!
Any of these exchanges will do,
“Now is the perfect time.”
Not “For what?” but stopping it open.
“April Fool,” said my favorite Eleanor,
And then she died. “Good night,” her son
Tipped his hat at me,
From the top of the stairs, and then he tumbled.
“I love you,” I contributed.
And then I buttoned up.",Art and Science
Les Molles,"In the end, some are incurable. They use lint to
mop up the leaking, or apply cold poultices.

Creeping mess can be cleared up with pink paste or
trapped in sawdust and swept.

Blood can pool from their sitting and standing, but
they avoid clots by regular shaking, and the
sucking of sherbet.

Blue blue for the sky, white for the walls, apricot
for glass and woodwork.

They devise a timetable by casting lots. They
scrabble around in the dirt for clues.

Seven is too magical a number to hold, but the soft
ones like to handle it constantly.

They polish its fine teak head, drive theories
through its shaft and talk into the early hours

about how it can resemble an ax, or sex, and how
it solves, as well as creates, all conundr/ums/a.

They admire their creosoted fence for protection
and their own faces in its misaligned hasp.

A Mrs. Milkwater puts baby brushes to soak in milk
and water (and vinegar). Her sons are successful
barbers.

At precisely midnight the blue lights go out. The
red lights stay home.",Art and Science
Master Class,"In a visually spectacular dream some
years back, I took Paul Klee’s posthumous
class in poetry and painting. What luck to
be swept with the elect across the ocean
that night to environs that could only
be by Klee. Klee? you protest. Surely
the dreamer is everyone in her dream. Yes,
and no, but isn’t that so even in waking
classrooms? In this one, an expansive
gesture by Klee enveloped us in

an oasis city lit by multiple moons
and scribbled stars in a cosmos where
indigenous genies served as surrogates
and guides, leading us through the gates
and along the pathways of painting
after painting. So entranced were we
by the let-there-be-twilight mystery and
élan of the gardens and towers, amiable
night birds and camels of the optically
implausible dimensions before our
eyes, that like the dazzled apostle

on the mountain, I’d have broken
the spell to say: Let’s pitch our tents
and stay! Had not Klee’s lessons in
bridging seen and unseen, non-dream
or dream — while staying true to and free
from the initial inspiration — resolved
a longtime poetic conundrum, luring
me across the Atlantic back to bed
to a poem where I ambled with my
camel, several moons overhead.",Art and Science
Portrait of the Artist as a Starfish in Coffee,"What if the primary colors on your spectrum
were mud, muddled, and muddliest?
Benjamin Franklin invented the Internet
so that I could talk to folk but not face to face
and I know what purple-tailed hawk of thought
just perched on your extended wrist
but try to fit your average feet in my size 17s.
Fact: the average reader processes 300 wpm
and maybe they can read other people’s faces
like a vegan interrogating a list of ingredients
but what if every face was written in Braille
and you had only catcher’s mitts below your wrists,
or IKEA bookcases with reams of instructions
ciphered in tiny print with disappearing ink,
imagine being so literal that when told
to let sleeping dogs lie, you asked
how a Doberman could be dishonest,
imagine every smiling hint a girl ever sent your way
was in a prescription bottle with a You­proof cap
or a personal pizza delivered 30 minutes late
to the door of a boarded-up summer bungalow
then top that double dose of pepperoni
by having even the most casual conversation
served with Denali-sized asides of organic skew.
Fact: the US has 95,000 miles of shoreline,
but on this dinner plate the border between the Country
of Carrots and the Province of Peas can never meet,
say your brain is a slinky bullet-headed train
but your mouth is a horse-drawn Amish wagon
and what rockets across the endless gray rails
of your origamied cranium is ever projected
onto your grinning scrim of skin,
and maybe Ben Franklin didn’t
invent the Internet, but the Internet
has plenty pictures of him inventing electricity
which is almost the same thing,
say your friend Cynthia R. claims it will storm later
and you hear Oran Juice Jones singing
“I saw you (and him) walking in the rain”
and you beam a lighthouse smile,
only Cynthia says, “Seriously, I saw it on the news,”
while all you smell is full-length fur coats
matted by a downpour in MacArthur Park and
now Cynthia R. wants to know what’s so funny
but who can say Oran Juice Jones
without a concentrated face so you try
to collect the loose nickels and pennies
of thought spilling from your front pocket
but Cynthia fires up her smartphone
to show you the seven-day forecast
and now the foil-covered pots on the back
of her electric range are beginning to boil
and you say, “No, I believe you,”
but she believes in tone of voice the way Crayola
once believed in a peach crayon called “Flesh”
or the way banks believe in daily deposits
left by a river’s most assiduous visits.
Fact: the city of Pittsburgh has over 400 bridges,
let’s say you arch quick when softly pricked as
if any foreign finger were a cattle prod
and maybe Ben Franklin didn’t invent
electricity but he certainly earned a shiny penny
by cutting out the lights during thunderstorms,
only your steady tone is mono as a Sinatra single
on the platter of a hand-cranked Victrola,
and Cynthia cocks her head like a small dog
that is not boarding your single­-storied boat
and now you’re a wind-whipped antenna
on an empty dinghy bobbing dockside
as she steams out of range of your radio’s befuddled dial.",Art and Science
Crate,"Halfway between crib and cage the French language puts crate, a simple slatted box for transporting those fruits that fall ill at the least lack of air.

Built in such a way that it can be broken down effortlessly after use, it is never used twice. It is really more perishable than the deliquescing foodstuffs that it carries.

On the corners of streets that lead to the markets, it gleams like white wood without wood’s vanity. Still very new, and slightly surprised to find itself in this awkward position, having been thrown into the gutter without hope of retrieval, it remains a most likable object on whose fate we will not dwell for long.
  Translated from the French",Art and Science
Fear of Flying (in Broken Gilbertese),"I maaku
You told me ba ko tangirai
I maaku

I maaku
My arms were awkward so ko taua baiu
I maaku

I maaku
The dancer trembles because te ruoia is a kind of sorcery
I maaku

I maaku
The frigate birds fly high above us and I’m afraid of falling
I maaku",Art and Science
From “Night Up North”,"My mother spoke perfectly well, and I understood.
Fabi andá faser los deber, and I’d do my chores.
Fabi traseme meio litro de leite, I brought her half a liter of milk.
Desí pra doña Cora que amañá le pago —
I told Doña Cora she’d get paid tomorrow.
Deya iso gurí — stop that, child — and I would stop.

But my teacher didn’t understand.
She’d send home letters in my notebook
all in red, like her face, and signed at the bottom.

But my mother didn’t understand.
Le iso pra mim, ijo, and I’d read them to her.

But my mother didn’t understand.
Qué fiseste meu fío — what did you do, child —
te dise a que portaras bien, and I did behave myself.

The story repeated itself for months.
My teacher wrote, but my mother didn’t understand.
My teacher wrote, but my mother didn’t understand.

Then one day my mother understood.
She said, Meu fío, tu terás que deiyá la iscuela —
so I quit that school.
 
Translated from the Portuñol ",Art and Science
“I have never needed God”,"I have never needed God
as a personal savior
in my practical life
syllogisms about His existence
were never music to my ears
but always seemed vague
missing a dimension although I didn’t know how to say this.
Neither a philosophical God nor a biblical God
suddenly appears among His creations
amid revelations of wisdom in Jerusalem, His city.
And certainly not in disclosures of pious inner principles
and also not among poets, unfortunately.
Astronomical bodies at night and mystical landscapes in Sharafat for example
and Beit Jala
bear His between-the-lines existence,
His inklings.
The expression of an ultra-Orthodox man’s eyes in Mea She’arim —
this too —
and even the purifying surrender of a sly and seasoned merchant, irreligious now in Geula,
when you reproach him.
Something like “Reprove a wise man and he will love you.”
And you, when you cleanse yourself of anxious constraints about your environment
after taking hash or grass.
Springs of purity whose origins you’re unaware of
bubble in coursing blood, in glands, in milk
and some paradisiacal primeval revelation,
and your almost subconscious innerness
your being suddenly revealed —

Is this clear enough to you, heredity? Genes?
Or existential uniqueness, a maintained infancy that knocks you out with a sense of a refreshing genesis.

Everything becomes clear in a great light.
You shed revulsion and resistance,
a great love germinates within you —
this gloriousness this wonder
comprised of
absolutes of —
objective truth, complete justice, decency
honor internalized
honesty and complex wisdom enhanced down to the last detail.
Ho, complete, divine purity.
Suddenly you polish a syllogism of your own
for decisive proof of His existence:
God is an idea —
ideas don’t have material existence
but they exist nonetheless
so God exists definitively as the spirit of an idea,
the biblical assertion “He has no body and no bodily form”
is clear to me now as an exegesis
that sits well with philosophy.
 
Translated from the Hebrew",Art and Science
John Scotus Eriugena at Laon," 
1

An Ireland, as of chalk, the sky
standing in for the sea, the beach
a reach of blue, the vineyards’
green scooped out in cirque,

in cove, a subtlety of air laps
the eyes, abob like barques
come from afar, and the viator
standing there, poised to dis-

embark, the undercurrent of air
escaping him, tossed to & fro,

gaze wrenched from its angle
of purchase upon the world,
capsized, head now careened
against the suddenness

of rock, eyes whiplashed into new
prospects, he drowns in fire,
enflamed, fine silk aquiver
at the singe of brazier, he

burns: would Hell be as blue,
or the sun the obverse of God?

  2

Now at Laon, the Lugdunum
of the North, deposited on this citadel
of chalk, white arx, former
temple of Lug, the light-

god of the Gauls, & he,
this Celt from Hibernia, setting
foot on this podium, this puy,
this platform afloat

at cloud & wind height,
blown in from the septentrion,

breathes in the quintessence
of rains, alevel the briar’s
pinks, zone where water,
at first cold snap, turns to snow.

Fallen from fire. Autumn’s pure light
whitens the mount, the tufa
reverberating the radiance
of a Cyclades isle, here mis-

placed, high above these plains,
by some error in translation.

  3

At Lindisfarne, let us suppose —
even if Alcuin’s letters to the island’s
monks exhorting them to combat
the Viking may be evidence

to the contrary — that he studied
Greek, that Charles the Bald,
offshoot of the Pippinids,
summoned him here to Laon

to translate Dionysus. Between
the king’s vineyards & the blue sky,

a whisper of the North Sea
in the channel of Île Sainte when
the seals bark at ebb tide,
Johannes the Hibernian cocks an ear

despite finding his coracle of Latin
too frail a craft to explore the peninsulas
of Greek, & carries with him
the long-lapping waves of Scotland

& seaweed’s tang where kingfisher
nests beside nugget of amber.

  4

That which lies out of reach taking
the shape of this white & shadowy
rock on which he is now beached
& whose slope he now climbs, blind

beneath the sun, fallen from the same height
he ascends, would Satan be extending him
his welcome with the same dark
radiance of stone between his eyes

& the same fine peppering of pinks
that spice his senses on either side

of the stairs, against this, what whiteness,
what candor? The sky’s rarified air,
there to calculate the distances between
the things he climbs or descends,

the divisions of the world now
extended, now illuminated between the lines,
the borders of the intangible now flaring up
with darkness, the granular opacities

now brightening, the sun biting into
the margins of the real, the image dying.

  5

Denys, foundation of all cathedrals
to come, mentor of naves, stained glass
rosettes, of all the gossamer shadow
spiderwebbing the light from the East

as it rises, Lord of Ionia, oriental
Ionas, Denys, Dionysos,
your Greek sailing the great hill
of Lugdunum, your darkness raining down

its alphas, its Alphei, the dawn
uncorking the fizz of its dations.

John Scotus comments, his violet ink
relighting, igniting the world according
to Plato, filtering the grit of the flower
through the sieve of the eye,

the bran, the curds of light,
sifting out the clots of theology,
in this shadowy cave, the locals
burning every log in sight, hoc lignum,

a bonfire of stones
held in common, lapis iste.

  6

And if some hick might ask
Quomodo omnia, quae sunt,
lumina sunt? the master
picks up a stone, a rock

from the Laon vineyard, applies
his know-how to the refractory
matter at hand, crumbles it, cake
of honey humming with the blue

of the ambient sky, the clarity,
the tang, the silky feel of the stone

giving rise to the precise & exact
idea whose line cuts against another
idea, steps hewn, crossing over
into each other, pebble giving rise

to temple, tensile, acts of attention
& hierarchy of effects, blueprints
polished to perfection, prayer
welcomed into its breast by the increase

of the volume of silence springing
from ribbed ogives, from angles.

  7

He holds Ireland in his hand
like Carolus Magnus the Apple
of Empire surmounted by the Cross.
To distance oneself from idolatry

means, first & foremost, to gather
together the Earth in godly fashion,
to harden its pit, its core, its blindness
to the sun, its heart of darkness

according to Denys, then to hurl
this handful of earth skywards, so

that it take flight & light like a ball
of sun, cormorant, black oriflamme,
that it crackle chalky winey in the blue
veins of Ouranos, welcomed into

the sack of the crystal vault like a ripe
cherry fallen from its tree in June
among the rungs of the ladder,
if hurled from this great a distance

Earth is no more than a fruit’s seed
in the scrumptious season of God.

  8

In the treading vats of Laon, the light
squirts out from underfoot, the Greek
hill bleeds a wine lighter & clearer
than the juice of Santorini,

the vat tips over, the blue gushes out,
the sheer flood of the world saves it
from being swallowed up, God
has created things as numerous as

his glory, hilaritas! Night overtakes
joy on the hill, the winter of all things

recedes into God, from whom they
so luminously proceed, & we philosophers
who make our way by foot, following
the path of photodosia, we reach

the degrees of the world inasmuch
as we take pleasure in its ascent,
Earth in one hand, knees in Earth,
pilgrimage of humility,

voyage of hilarity to the Mount
of Laon, Mountain of Time.
  Translated from the French",Art and Science
